Bowler Type,Variation,Length,Pitch,Phase,Shot,Dot,1,2,3,4,6,Wicket,Extra
Right-Arm Leg Spinner,Leg Break,N/A,Dry,Death,Slog,21.89,15.62,2.34,0.0,19.53,21.09,17.97,1.56
Right-Arm Leg Spinner,Leg Break,N/A,Dry,Death,Loft,33.05,21.74,4.35,0.0,13.04,10.43,15.65,1.74
Right-Arm Leg Spinner,Leg Break,N/A,Dusty,PowerPlay,Drive,36.2,28.57,6.67,0.0,19.05,1.9,5.71,1.9
Right-Arm Leg Spinner,Leg Break,N/A,Dusty,PowerPlay,Cut,42.16,24.51,4.9,0.0,14.71,3.92,7.84,1.96
Right-Arm Leg Spinner,Leg Break,N/A,Dusty,PowerPlay,Pull,42.16,24.51,4.9,0.0,14.71,3.92,7.84,1.96
Right-Arm Leg Spinner,Leg Break,N/A,Dusty,PowerPlay,Leg Glance,42.16,24.51,4.9,0.0,14.71,3.92,7.84,1.96
Right-Arm Leg Spinner,Leg Break,N/A,Dusty,PowerPlay,Flick,42.16,24.51,4.9,0.0,14.71,3.92,7.84,1.96
Right-Arm Leg Spinner,Leg Break,N/A,Dusty,PowerPlay,Sweep,42.16,24.51,4.9,0.0,14.71,3.92,7.84,1.96
Right-Arm Leg Spinner,Leg Break,N/A,Dusty,PowerPlay,Switch hit,42.16,24.51,4.9,0.0,14.71,3.92,7.84,1.96
Right-Arm Leg Spinner,Leg Break,N/A,Dusty,PowerPlay,Slog,28.7,17.39,2.61,0.0,21.74,16.52,11.3,1.74
Right-Arm Leg Spinner,Leg Break,N/A,Dusty,PowerPlay,Loft,42.16,24.51,4.9,0.0,14.71,3.92,7.84,1.96
Right-Arm Leg Spinner,Leg Break,N/A,Dusty,Middle Phase,Drive,41.74,29.13,6.8,0.0,14.56,0.0,5.83,1.94
Right-Arm Leg Spinner,Leg Break,N/A,Dusty,Middle Phase,Cut,48.0,25.0,5.0,0.0,10.0,2.0,8.0,2.0
Right-Arm Leg Spinner,Leg Break,N/A,Dusty,Middle Phase,Pull,48.0,25.0,5.0,0.0,10.0,2.0,8.0,2.0
Right-Arm Leg Spinner,Leg Break,N/A,Dusty,Middle Phase,Leg Glance,48.0,25.0,5.0,0.0,10.0,2.0,8.0,2.0
Right-Arm Leg Spinner,Leg Break,N/A,Dusty,Middle Phase,Flick,48.0,25.0,5.0,0.0,10.0,2.0,8.0,2.0
Right-Arm Leg Spinner,Leg Break,N/A,Dusty,Middle Phase,Sweep,48.0,25.0,5.0,0.0,10.0,2.0,8.0,2.0
Right-Arm Leg Spinner,Leg Break,N/A,Dusty,Middle Phase,Switch hit,48.0,25.0,5.0,0.0,10.0,2.0,8.0,2.0
Right-Arm Leg Spinner,Leg Break,N/A,Dusty,Middle Phase,Slog,33.64,17.7,2.65,0.0,17.7,15.04,11.5,1.77
Right-Arm Leg Spinner,Leg Break,N/A,Dusty,Middle Phase,Loft,48.0,25.0,5.0,0.0,10.0,2.0,8.0,2.0
Right-Arm Leg Spinner,Leg Break,N/A,Dusty,Death,Drive,23.74,25.42,5.93,0.0,21.19,12.71,9.32,1.69
Right-Arm Leg Spinner,Leg Break,N/A,Dusty,Death,Cut,28.7,21.74,4.35,0.0,17.39,14.78,11.3,1.74
Right-Arm Leg Spinner,Leg Break,N/A,Dusty,Death,Pull,28.7,21.74,4.35,0.0,17.39,14.78,11.3,1.74
Right-Arm Leg Spinner,Leg Break,N/A,Dusty,Death,Leg Glance,28.7,21.74,4.35,0.0,17.39,14.78,11.3,1.74
Right-Arm Leg Spinner,Leg Break,N/A,Dusty,Death,Flick,28.7,21.74,4.35,0.0,17.39,14.78,11.3,1.74
Right-Arm Leg Spinner,Leg Break,N/A,Dusty,Death,Sweep,28.7,21.74,4.35,0.0,17.39,14.78,11.3,1.74
Right-Arm Leg Spinner,Leg Break,N/A,Dusty,Death,Switch hit,28.7,21.74,4.35,0.0,17.39,14.78,11.3,1.74
Right-Arm Leg Spinner,Leg Break,N/A,Dusty,Death,Slog,17.98,15.62,2.34,0.0,23.44,25.0,14.06,1.56
Right-Arm Leg Spinner,Leg Break,N/A,Dusty,Death,Loft,28.7,21.74,4.35,0.0,17.39,14.78,11.3,1.74
Right-Arm Leg Spinner,Leg Break,N/A,Hard,PowerPlay,Drive,36.2,28.57,6.67,0.0,19.05,1.9,5.71,1.9
Right-Arm Leg Spinner,Leg Break,N/A,Hard,PowerPlay,Cut,42.16,24.51,4.9,0.0,14.71,3.92,7.84,1.96
Right-Arm Leg Spinner,Leg Break,N/A,Hard,PowerPlay,Pull,42.16,24.51,4.9,0.0,14.71,3.92,7.84,1.96
Right-Arm Leg Spinner,Leg Break,N/A,Hard,PowerPlay,Leg Glance,42.16,24.51,4.9,0.0,14.71,3.92,7.84,1.96
Right-Arm Leg Spinner,Leg Break,N/A,Hard,PowerPlay,Flick,42.16,24.51,4.9,0.0,14.71,3.92,7.84,1.96
Right-Arm Leg Spinner,Leg Break,N/A,Hard,PowerPlay,Sweep,42.16,24.51,4.9,0.0,14.71,3.92,7.84,1.96
Right-Arm Leg Spinner,Leg Break,N/A,Hard,PowerPlay,Switch hit,42.16,24.51,4.9,0.0,14.71,3.92,7.84,1.96
Right-Arm Leg Spinner,Leg Break,N/A,Hard,PowerPlay,Slog,28.7,17.39,2.61,0.0,21.74,16.52,11.3,1.74
Right-Arm Leg Spinner,Leg Break,N/A,Hard,PowerPlay,Loft,42.16,24.51,4.9,0.0,14.71,3.92,7.84,1.96
Right-Arm Leg Spinner,Leg Break,N/A,Hard,Middle Phase,Drive,41.74,29.13,6.8,0.0,14.56,0.0,5.83,1.94
Right-Arm Leg Spinner,Leg Break,N/A,Hard,Middle Phase,Cut,48.0,25.0,5.0,0.0,10.0,2.0,8.0,2.0
Right-Arm Leg Spinner,Leg Break,N/A,Hard,Middle Phase,Pull,48.0,25.0,5.0,0.0,10.0,2.0,8.0,2.0
Right-Arm Leg Spinner,Leg Break,N/A,Hard,Middle Phase,Leg Glance,48.0,25.0,5.0,0.0,10.0,2.0,8.0,2.0
Right-Arm Leg Spinner,Leg Break,N/A,Hard,Middle Phase,Flick,48.0,25.0,5.0,0.0,10.0,2.0,8.0,2.0
Right-Arm Leg Spinner,Leg Break,N/A,Hard,Middle Phase,Sweep,48.0,25.0,5.0,0.0,10.0,2.0,8.0,2.0
Right-Arm Leg Spinner,Leg Break,N/A,Hard,Middle Phase,Switch hit,48.0,25.0,5.0,0.0,10.0,2.0,8.0,2.0
Right-Arm Leg Spinner,Leg Break,N/A,Hard,Middle Phase,Slog,33.64,17.7,2.65,0.0,17.7,15.04,11.5,1.77
Right-Arm Leg Spinner,Leg Break,N/A,Hard,Middle Phase,Loft,48.0,25.0,5.0,0.0,10.0,2.0,8.0,2.0
Right-Arm Leg Spinner,Leg Break,N/A,Hard,Death,Drive,23.74,25.42,5.93,0.0,21.19,12.71,9.32,1.69
Right-Arm Leg Spinner,Leg Break,N/A,Hard,Death,Cut,28.7,21.74,4.35,0.0,17.39,14.78,11.3,1.74
Right-Arm Leg Spinner,Leg Break,N/A,Hard,Death,Pull,28.7,21.74,4.35,0.0,17.39,14.78,11.3,1.74
Right-Arm Leg Spinner,Leg Break,N/A,Hard,Death,Leg Glance,28.7,21.74,4.35,0.0,17.39,14.78,11.3,1.74
Right-Arm Leg Spinner,Leg Break,N/A,Hard,Death,Flick,28.7,21.74,4.35,0.0,17.39,14.78,11.3,1.74
Right-Arm Leg Spinner,Leg Break,N/A,Hard,Death,Sweep,28.7,21.74,4.35,0.0,17.39,14.78,11.3,1.74
Right-Arm Leg Spinner,Leg Break,N/A,Hard,Death,Switch hit,28.7,21.74,4.35,0.0,17.39,14.78,11.3,1.74
Right-Arm Leg Spinner,Leg Break,N/A,Hard,Death,Slog,17.98,15.62,2.34,0.0,23.44,25.0,14.06,1.56
Right-Arm Leg Spinner,Leg Break,N/A,Hard,Death,Loft,28.7,21.74,4.35,0.0,17.39,14.78,11.3,1.74
Right-Arm Leg Spinner,Leg Break,N/A,Flat,PowerPlay,Drive,36.2,28.57,6.67,0.0,19.05,1.9,5.71,1.9
Right-Arm Leg Spinner,Leg Break,N/A,Flat,PowerPlay,Cut,42.16,24.51,4.9,0.0,14.71,3.92,7.84,1.96
Right-Arm Leg Spinner,Leg Break,N/A,Flat,PowerPlay,Pull,42.16,24.51,4.9,0.0,14.71,3.92,7.84,1.96
Right-Arm Leg Spinner,Leg Break,N/A,Flat,PowerPlay,Leg Glance,42.16,24.51,4.9,0.0,14.71,3.92,7.84,1.96
Right-Arm Leg Spinner,Leg Break,N/A,Flat,PowerPlay,Flick,42.16,24.51,4.9,0.0,14.71,3.92,7.84,1.96
Right-Arm Leg Spinner,Leg Break,N/A,Flat,PowerPlay,Sweep,42.16,24.51,4.9,0.0,14.71,3.92,7.84,1.96
Right-Arm Leg Spinner,Leg Break,N/A,Flat,PowerPlay,Switch hit,42.16,24.51,4.9,0.0,14.71,3.92,7.84,1.96
Right-Arm Leg Spinner,Leg Break,N/A,Flat,PowerPlay,Slog,28.7,17.39,2.61,0.0,21.74,16.52,11.3,1.74
Right-Arm Leg Spinner,Leg Break,N/A,Flat,PowerPlay,Loft,42.16,24.51,4.9,0.0,14.71,3.92,7.84,1.96
Right-Arm Leg Spinner,Leg Break,N/A,Flat,Middle Phase,Drive,41.74,29.13,6.8,0.0,14.56,0.0,5.83,1.94
Right-Arm Leg Spinner,Leg Break,N/A,Flat,Middle Phase,Cut,48.0,25.0,5.0,0.0,10.0,2.0,8.0,2.0
Right-Arm Leg Spinner,Leg Break,N/A,Flat,Middle Phase,Pull,48.0,25.0,5.0,0.0,10.0,2.0,8.0,2.0
Right-Arm Leg Spinner,Leg Break,N/A,Flat,Middle Phase,Leg Glance,48.0,25.0,5.0,0.0,10.0,2.0,8.0,2.0
Right-Arm Leg Spinner,Leg Break,N/A,Flat,Middle Phase,Flick,48.0,25.0,5.0,0.0,10.0,2.0,8.0,2.0
Right-Arm Leg Spinner,Leg Break,N/A,Flat,Middle Phase,Sweep,48.0,25.0,5.0,0.0,10.0,2.0,8.0,2.0
Right-Arm Leg Spinner,Leg Break,N/A,Flat,Middle Phase,Switch hit,48.0,25.0,5.0,0.0,10.0,2.0,8.0,2.0
Right-Arm Leg Spinner,Leg Break,N/A,Flat,Middle Phase,Slog,33.64,17.7,2.65,0.0,17.7,15.04,11.5,1.77
Right-Arm Leg Spinner,Leg Break,N/A,Flat,Middle Phase,Loft,48.0,25.0,5.0,0.0,10.0,2.0,8.0,2.0
Right-Arm Leg Spinner,Leg Break,N/A,Flat,Death,Drive,23.74,25.42,5.93,0.0,21.19,12.71,9.32,1.69
Right-Arm Leg Spinner,Leg Break,N/A,Flat,Death,Cut,28.7,21.74,4.35,0.0,17.39,14.78,11.3,1.74
Right-Arm Leg Spinner,Leg Break,N/A,Flat,Death,Pull,28.7,21.74,4.35,0.0,17.39,14.78,11.3,1.74
Right-Arm Leg Spinner,Leg Break,N/A,Flat,Death,Leg Glance,28.7,21.74,4.35,0.0,17.39,14.78,11.3,1.74
Right-Arm Leg Spinner,Leg Break,N/A,Flat,Death,Flick,28.7,21.74,4.35,0.0,17.39,14.78,11.3,1.74
Right-Arm Leg Spinner,Leg Break,N/A,Flat,Death,Sweep,28.7,21.74,4.35,0.0,17.39,14.78,11.3,1.74
Right-Arm Leg Spinner,Leg Break,N/A,Flat,Death,Switch hit,28.7,21.74,4.35,0.0,17.39,14.78,11.3,1.74
Right-Arm Leg Spinner,Leg Break,N/A,Flat,Death,Slog,17.98,15.62,2.34,0.0,23.44,25.0,14.06,1.56
Right-Arm Leg Spinner,Leg Break,N/A,Flat,Death,Loft,28.7,21.74,4.35,0.0,17.39,14.78,11.3,1.74
Right-Arm Leg Spinner,Googly,N/A,Green,PowerPlay,Drive,36.2,28.57,6.67,0.0,19.05,1.9,5.71,1.9
Right-Arm Leg Spinner,Googly,N/A,Green,PowerPlay,Cut,42.16,24.51,4.9,0.0,14.71,3.92,7.84,1.96
Right-Arm Leg Spinner,Googly,N/A,Green,PowerPlay,Pull,42.16,24.51,4.9,0.0,14.71,3.92,7.84,1.96
Right-Arm Leg Spinner,Googly,N/A,Green,PowerPlay,Leg Glance,42.16,24.51,4.9,0.0,14.71,3.92,7.84,1.96
Right-Arm Leg Spinner,Googly,N/A,Green,PowerPlay,Flick,42.16,24.51,4.9,0.0,14.71,3.92,7.84,1.96
Right-Arm Leg Spinner,Googly,N/A,Green,PowerPlay,Sweep,42.16,24.51,4.9,0.0,14.71,3.92,7.84,1.96
Right-Arm Leg Spinner,Googly,N/A,Green,PowerPlay,Switch hit,42.16,24.51,4.9,0.0,14.71,3.92,7.84,1.96
Right-Arm Leg Spinner,Googly,N/A,Green,PowerPlay,Slog,28.7,17.39,2.61,0.0,21.74,16.52,11.3,1.74
Right-Arm Leg Spinner,Googly,N/A,Green,PowerPlay,Loft,42.16,24.51,4.9,0.0,14.71,3.92,7.84,1.96
Right-Arm Leg Spinner,Googly,N/A,Green,Middle Phase,Drive,41.74,29.13,6.8,0.0,14.56,0.0,5.83,1.94
Right-Arm Leg Spinner,Googly,N/A,Green,Middle Phase,Cut,48.0,25.0,5.0,0.0,10.0,2.0,8.0,2.0
Right-Arm Leg Spinner,Googly,N/A,Green,Middle Phase,Pull,48.0,25.0,5.0,0.0,10.0,2.0,8.0,2.0
Right-Arm Leg Spinner,Googly,N/A,Green,Middle Phase,Leg Glance,48.0,25.0,5.0,0.0,10.0,2.0,8.0,2.0
Right-Arm Leg Spinner,Googly,N/A,Green,Middle Phase,Flick,48.0,25.0,5.0,0.0,10.0,2.0,8.0,2.0
Right-Arm Leg Spinner,Googly,N/A,Green,Middle Phase,Sweep,48.0,25.0,5.0,0.0,10.0,2.0,8.0,2.0
Right-Arm Leg Spinner,Googly,N/A,Green,Middle Phase,Switch hit,48.0,25.0,5.0,0.0,10.0,2.0,8.0,2.0
Right-Arm Leg Spinner,Googly,N/A,Green,Middle Phase,Slog,33.64,17.7,2.65,0.0,17.7,15.04,11.5,1.77
Right-Arm Leg Spinner,Googly,N/A,Green,Middle Phase,Loft,48.0,25.0,5.0,0.0,10.0,2.0,8.0,2.0
Right-Arm Leg Spinner,Googly,N/A,Green,Death,Drive,23.74,25.42,5.93,0.0,21.19,12.71,9.32,1.69
Right-Arm Leg Spinner,Googly,N/A,Green,Death,Cut,28.7,21.74,4.35,0.0,17.39,14.78,11.3,1.74
Right-Arm Leg Spinner,Googly,N/A,Green,Death,Pull,28.7,21.74,4.35,0.0,17.39,14.78,11.3,1.74
Right-Arm Leg Spinner,Googly,N/A,Green,Death,Leg Glance,28.7,21.74,4.35,0.0,17.39,14.78,11.3,1.74
Right-Arm Leg Spinner,Googly,N/A,Green,Death,Flick,28.7,21.74,4.35,0.0,17.39,14.78,11.3,1.74
Right-Arm Leg Spinner,Googly,N/A,Green,Death,Sweep,28.7,21.74,4.35,0.0,17.39,14.78,11.3,1.74
Right-Arm Leg Spinner,Googly,N/A,Green,Death,Switch hit,28.7,21.74,4.35,0.0,17.39,14.78,11.3,1.74
Right-Arm Leg Spinner,Googly,N/A,Green,Death,Slog,17.98,15.62,2.34,0.0,23.44,25.0,14.06,1.56
Right-Arm Leg Spinner,Googly,N/A,Green,Death,Loft,28.7,21.74,4.35,0.0,17.39,14.78,11.3,1.74
Right-Arm Leg Spinner,Googly,N/A,Dry,PowerPlay,Drive,39.81,27.78,6.48,0.0,13.89,0.0,10.19,1.85
Right-Arm Leg Spinner,Googly,N/A,Dry,PowerPlay,Cut,46.61,24.27,4.85,0.0,9.71,0.0,12.62,1.94
Right-Arm Leg Spinner,Googly,N/A,Dry,PowerPlay,Pull,46.61,24.27,4.85,0.0,9.71,0.0,12.62,1.94
Right-Arm Leg Spinner,Googly,N/A,Dry,PowerPlay,Leg Glance,46.61,24.27,4.85,0.0,9.71,0.0,12.62,1.94
Right-Arm Leg Spinner,Googly,N/A,Dry,PowerPlay,Flick,46.61,24.27,4.85,0.0,9.71,0.0,12.62,1.94
Right-Arm Leg Spinner,Googly,N/A,Dry,PowerPlay,Sweep,46.61,24.27,4.85,0.0,9.71,0.0,12.62,1.94
Right-Arm Leg Spinner,Googly,N/A,Dry,PowerPlay,Switch hit,46.61,24.27,4.85,0.0,9.71,0.0,12.62,1.94
Right-Arm Leg Spinner,Googly,N/A,Dry,PowerPlay,Slog,33.05,17.39,2.61,0.0,17.39,12.17,15.65,1.74
Right-Arm Leg Spinner,Googly,N/A,Dry,PowerPlay,Loft,46.61,24.27,4.85,0.0,9.71,0.0,12.62,1.94
Right-Arm Leg Spinner,Googly,N/A,Dry,Middle Phase,Drive,44.44,27.78,6.48,0.0,9.26,0.0,10.19,1.85
Right-Arm Leg Spinner,Googly,N/A,Dry,Middle Phase,Cut,51.47,24.27,4.85,0.0,4.85,0.0,12.62,1.94
Right-Arm Leg Spinner,Googly,N/A,Dry,Middle Phase,Pull,51.47,24.27,4.85,0.0,4.85,0.0,12.62,1.94
Right-Arm Leg Spinner,Googly,N/A,Dry,Middle Phase,Leg Glance,51.47,24.27,4.85,0.0,4.85,0.0,12.62,1.94
Right-Arm Leg Spinner,Googly,N/A,Dry,Middle Phase,Flick,51.47,24.27,4.85,0.0,4.85,0.0,12.62,1.94
Right-Arm Leg Spinner,Googly,N/A,Dry,Middle Phase,Sweep,51.47,24.27,4.85,0.0,4.85,0.0,12.62,1.94
Right-Arm Leg Spinner,Googly,N/A,Dry,Middle Phase,Switch hit,51.47,24.27,4.85,0.0,4.85,0.0,12.62,1.94
Right-Arm Leg Spinner,Googly,N/A,Dry,Middle Phase,Slog,38.06,17.7,2.65,0.0,13.27,10.62,15.93,1.77
Right-Arm Leg Spinner,Googly,N/A,Dry,Middle Phase,Loft,51.47,24.27,4.85,0.0,4.85,0.0,12.62,1.94
Right-Arm Leg Spinner,Googly,N/A,Dry,Death,Drive,27.98,25.42,5.93,0.0,16.95,8.47,13.56,1.69
Right-Arm Leg Spinner,Googly,N/A,Dry,Death,Cut,33.05,21.74,4.35,0.0,13.04,10.43,15.65,1.74
Right-Arm Leg Spinner,Googly,N/A,Dry,Death,Pull,33.05,21.74,4.35,0.0,13.04,10.43,15.65,1.74
Right-Arm Leg Spinner,Googly,N/A,Dry,Death,Leg Glance,33.05,21.74,4.35,0.0,13.04,10.43,15.65,1.74
Right-Arm Leg Spinner,Googly,N/A,Dry,Death,Flick,33.05,21.74,4.35,0.0,13.04,10.43,15.65,1.74
Right-Arm Leg Spinner,Googly,N/A,Dry,Death,Sweep,33.05,21.74,4.35,0.0,13.04,10.43,15.65,1.74
Right-Arm Leg Spinner,Googly,N/A,Dry,Death,Switch hit,33.05,21.74,4.35,0.0,13.04,10.43,15.65,1.74
Right-Arm Leg Spinner,Googly,N/A,Dry,Death,Slog,21.89,15.62,2.34,0.0,19.53,21.09,17.97,1.56
Right-Arm Leg Spinner,Googly,N/A,Dry,Death,Loft,33.05,21.74,4.35,0.0,13.04,10.43,15.65,1.74
Right-Arm Leg Spinner,Googly,N/A,Dusty,PowerPlay,Drive,36.2,28.57,6.67,0.0,19.05,1.9,5.71,1.9
Right-Arm Leg Spinner,Googly,N/A,Dusty,PowerPlay,Cut,42.16,24.51,4.9,0.0,14.71,3.92,7.84,1.96
Right-Arm Leg Spinner,Googly,N/A,Dusty,PowerPlay,Pull,42.16,24.51,4.9,0.0,14.71,3.92,7.84,1.96
Right-Arm Leg Spinner,Googly,N/A,Dusty,PowerPlay,Leg Glance,42.16,24.51,4.9,0.0,14.71,3.92,7.84,1.96
Right-Arm Leg Spinner,Googly,N/A,Dusty,PowerPlay,Flick,42.16,24.51,4.9,0.0,14.71,3.92,7.84,1.96
Right-Arm Leg Spinner,Googly,N/A,Dusty,PowerPlay,Sweep,42.16,24.51,4.9,0.0,14.71,3.92,7.84,1.96
Right-Arm Leg Spinner,Googly,N/A,Dusty,PowerPlay,Switch hit,42.16,24.51,4.9,0.0,14.71,3.92,7.84,1.96
Right-Arm Leg Spinner,Googly,N/A,Dusty,PowerPlay,Slog,28.7,17.39,2.61,0.0,21.74,16.52,11.3,1.74
Right-Arm Leg Spinner,Googly,N/A,Dusty,PowerPlay,Loft,42.16,24.51,4.9,0.0,14.71,3.92,7.84,1.96
Right-Arm Leg Spinner,Googly,N/A,Dusty,Middle Phase,Drive,41.74,29.13,6.8,0.0,14.56,0.0,5.83,1.94
Right-Arm Leg Spinner,Googly,N/A,Dusty,Middle Phase,Cut,48.0,25.0,5.0,0.0,10.0,2.0,8.0,2.0
Right-Arm Leg Spinner,Googly,N/A,Dusty,Middle Phase,Pull,48.0,25.0,5.0,0.0,10.0,2.0,8.0,2.0
Right-Arm Leg Spinner,Googly,N/A,Dusty,Middle Phase,Leg Glance,48.0,25.0,5.0,0.0,10.0,2.0,8.0,2.0
Right-Arm Leg Spinner,Googly,N/A,Dusty,Middle Phase,Flick,48.0,25.0,5.0,0.0,10.0,2.0,8.0,2.0
Right-Arm Leg Spinner,Googly,N/A,Dusty,Middle Phase,Sweep,48.0,25.0,5.0,0.0,10.0,2.0,8.0,2.0
Right-Arm Leg Spinner,Googly,N/A,Dusty,Middle Phase,Switch hit,48.0,25.0,5.0,0.0,10.0,2.0,8.0,2.0
Right-Arm Leg Spinner,Googly,N/A,Dusty,Middle Phase,Slog,33.64,17.7,2.65,0.0,17.7,15.04,11.5,1.77
Right-Arm Leg Spinner,Googly,N/A,Dusty,Middle Phase,Loft,48.0,25.0,5.0,0.0,10.0,2.0,8.0,2.0
Right-Arm Leg Spinner,Googly,N/A,Dusty,Death,Drive,23.74,25.42,5.93,0.0,21.19,12.71,9.32,1.69
Right-Arm Leg Spinner,Googly,N/A,Dusty,Death,Cut,28.7,21.74,4.35,0.0,17.39,14.78,11.3,1.74
Right-Arm Leg Spinner,Googly,N/A,Dusty,Death,Pull,28.7,21.74,4.35,0.0,17.39,14.78,11.3,1.74
Right-Arm Leg Spinner,Googly,N/A,Dusty,Death,Leg Glance,28.7,21.74,4.35,0.0,17.39,14.78,11.3,1.74
Right-Arm Leg Spinner,Googly,N/A,Dusty,Death,Flick,28.7,21.74,4.35,0.0,17.39,14.78,11.3,1.74
Right-Arm Leg Spinner,Googly,N/A,Dusty,Death,Sweep,28.7,21.74,4.35,0.0,17.39,14.78,11.3,1.74
Right-Arm Leg Spinner,Googly,N/A,Dusty,Death,Switch hit,28.7,21.74,4.35,0.0,17.39,14.78,11.3,1.74
Right-Arm Leg Spinner,Googly,N/A,Dusty,Death,Slog,17.98,15.62,2.34,0.0,23.44,25.0,14.06,1.56
Right-Arm Leg Spinner,Googly,N/A,Dusty,Death,Loft,28.7,21.74,4.35,0.0,17.39,14.78,11.3,1.74
Right-Arm Leg Spinner,Googly,N/A,Hard,PowerPlay,Drive,36.2,28.57,6.67,0.0,19.05,1.9,5.71,1.9
Right-Arm Leg Spinner,Googly,N/A,Hard,PowerPlay,Cut,42.16,24.51,4.9,0.0,14.71,3.92,7.84,1.96
Right-Arm Leg Spinner,Googly,N/A,Hard,PowerPlay,Pull,42.16,24.51,4.9,0.0,14.71,3.92,7.84,1.96
Right-Arm Leg Spinner,Googly,N/A,Hard,PowerPlay,Leg Glance,42.16,24.51,4.9,0.0,14.71,3.92,7.84,1.96
Right-Arm Leg Spinner,Googly,N/A,Hard,PowerPlay,Flick,42.16,24.51,4.9,0.0,14.71,3.92,7.84,1.96
Right-Arm Leg Spinner,Googly,N/A,Hard,PowerPlay,Sweep,42.16,24.51,4.9,0.0,14.71,3.92,7.84,1.96
Right-Arm Leg Spinner,Googly,N/A,Hard,PowerPlay,Switch hit,42.16,24.51,4.9,0.0,14.71,3.92,7.84,1.96
Right-Arm Leg Spinner,Googly,N/A,Hard,PowerPlay,Slog,28.7,17.39,2.61,0.0,21.74,16.52,11.3,1.74
Right-Arm Leg Spinner,Googly,N/A,Hard,PowerPlay,Loft,42.16,24.51,4.9,0.0,14.71,3.92,7.84,1.96
Right-Arm Leg Spinner,Googly,N/A,Hard,Middle Phase,Drive,41.74,29.13,6.8,0.0,14.56,0.0,5.83,1.94
Right-Arm Leg Spinner,Googly,N/A,Hard,Middle Phase,Cut,48.0,25.0,5.0,0.0,10.0,2.0,8.0,2.0
Right-Arm Leg Spinner,Googly,N/A,Hard,Middle Phase,Pull,48.0,25.0,5.0,0.0,10.0,2.0,8.0,2.0
Right-Arm Leg Spinner,Googly,N/A,Hard,Middle Phase,Leg Glance,48.0,25.0,5.0,0.0,10.0,2.0,8.0,2.0
Right-Arm Leg Spinner,Googly,N/A,Hard,Middle Phase,Flick,48.0,25.0,5.0,0.0,10.0,2.0,8.0,2.0
Right-Arm Leg Spinner,Googly,N/A,Hard,Middle Phase,Sweep,48.0,25.0,5.0,0.0,10.0,2.0,8.0,2.0
Right-Arm Leg Spinner,Googly,N/A,Hard,Middle Phase,Switch hit,48.0,25.0,5.0,0.0,10.0,2.0,8.0,2.0
Right-Arm Leg Spinner,Googly,N/A,Hard,Middle Phase,Slog,33.64,17.7,2.65,0.0,17.7,15.04,11.5,1.77
Right-Arm Leg Spinner,Googly,N/A,Hard,Middle Phase,Loft,48.0,25.0,5.0,0.0,10.0,2.0,8.0,2.0
Right-Arm Leg Spinner,Googly,N/A,Hard,Death,Drive,23.74,25.42,5.93,0.0,21.19,12.71,9.32,1.69
Right-Arm Leg Spinner,Googly,N/A,Hard,Death,Cut,28.7,21.74,4.35,0.0,17.39,14.78,11.3,1.74
Right-Arm Leg Spinner,Googly,N/A,Hard,Death,Pull,28.7,21.74,4.35,0.0,17.39,14.78,11.3,1.74
Right-Arm Leg Spinner,Googly,N/A,Hard,Death,Leg Glance,28.7,21.74,4.35,0.0,17.39,14.78,11.3,1.74
Right-Arm Leg Spinner,Googly,N/A,Hard,Death,Flick,28.7,21.74,4.35,0.0,17.39,14.78,11.3,1.74
Right-Arm Leg Spinner,Googly,N/A,Hard,Death,Sweep,28.7,21.74,4.35,0.0,17.39,14.78,11.3,1.74
Right-Arm Leg Spinner,Googly,N/A,Hard,Death,Switch hit,28.7,21.74,4.35,0.0,17.39,14.78,11.3,1.74
Right-Arm Leg Spinner,Googly,N/A,Hard,Death,Slog,17.98,15.62,2.34,0.0,23.44,25.0,14.06,1.56
Right-Arm Leg Spinner,Googly,N/A,Hard,Death,Loft,28.7,21.74,4.35,0.0,17.39,14.78,11.3,1.74
Right-Arm Leg Spinner,Googly,N/A,Flat,PowerPlay,Drive,36.2,28.57,6.67,0.0,19.05,1.9,5.71,1.9
Right-Arm Leg Spinner,Googly,N/A,Flat,PowerPlay,Cut,42.16,24.51,4.9,0.0,14.71,3.92,7.84,1.96
Right-Arm Leg Spinner,Googly,N/A,Flat,PowerPlay,Pull,42.16,24.51,4.9,0.0,14.71,3.92,7.84,1.96
Right-Arm Leg Spinner,Googly,N/A,Flat,PowerPlay,Leg Glance,42.16,24.51,4.9,0.0,14.71,3.92,7.84,1.96
Right-Arm Leg Spinner,Googly,N/A,Flat,PowerPlay,Flick,42.16,24.51,4.9,0.0,14.71,3.92,7.84,1.96
Right-Arm Leg Spinner,Googly,N/A,Flat,PowerPlay,Sweep,42.16,24.51,4.9,0.0,14.71,3.92,7.84,1.96
Right-Arm Leg Spinner,Googly,N/A,Flat,PowerPlay,Switch hit,42.16,24.51,4.9,0.0,14.71,3.92,7.84,1.96
Right-Arm Leg Spinner,Googly,N/A,Flat,PowerPlay,Slog,28.7,17.39,2.61,0.0,21.74,16.52,11.3,1.74
Right-Arm Leg Spinner,Googly,N/A,Flat,PowerPlay,Loft,42.16,24.51,4.9,0.0,14.71,3.92,7.84,1.96
Right-Arm Leg Spinner,Googly,N/A,Flat,Middle Phase,Drive,41.74,29.13,6.8,0.0,14.56,0.0,5.83,1.94
